     5
  6  26.264   1.006  18.288   -.106
  7   4.731    .579   3.344    .106
     5
  1  -1.435   3.181   -.188    .140
  2   1.483  -3.255    .216    .140
  3   -.154    .336   -.023    .140
  4 -18.880  42.234  -2.654   -.106
  5   2.516  -8.286    .477   -.106
     5
  1   3.173   4.037   -.633    .140
  2  -1.518  -2.119   -.433    .000
  3  -1.089  -1.385    .319    .140
  4  28.156  34.855  -5.857    .106
  5 -27.417 -33.656   6.811   -.106
     6
  1  -2.640  -3.129   1.761    .140
  2   1.328   1.681   -.952    .140
